time,windmag
2023-01-03 18:00:00,4.300000190734863
2023-01-03 19:00:00,3.5999999046325684
2023-01-03 20:00:00,2.200000047683716
2023-01-03 21:00:00,2.400000095367432
2023-01-03 22:00:00,4.699999809265137
2023-01-03 23:00:00,7.099999904632568
2023-01-04 00:00:00,8.600000381469727
2023-01-04 01:00:00,9.800000190734863
2023-01-04 02:00:00,10.399999618530272
2023-01-04 03:00:00,11.600000381469728
2023-01-04 04:00:00,10.800000190734863
2023-01-04 05:00:00,11.399999618530272
2023-01-04 06:00:00,12.800000190734863
2023-01-04 07:00:00,14.0
2023-01-04 08:00:00,13.300000190734863
2023-01-04 09:00:00,14.399999618530272
2023-01-04 10:00:00,16.100000381469727
2023-01-04 11:00:00,15.100000381469728
2023-01-04 12:00:00,14.5
